v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30_1,v30_2,v30_3,v31_1,v31_2,v31_3,v32,v33,v34,v35_1,v35_2,v35_3,v35_4,v35_5,v35_6,v35_7,v35_8,v35_9,v35_10,v36_1,v36_2,v36_3,v36_4,v36_5,v36_6,v36_7,v36_8,v36_9,v36_10,v37,v38_1,v38_2,v38_3,v38_4,v38_5,v38_6,v38_7,v39,v40,v41,v42,v43,v44,v45,v46,v47,wei,wei2
5,709,68,5,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,3,99,99,99,2,7,8,1,5,99,99,99,99,99,99,99,99,2,4,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,8,15,3,40,3,1,3,1,1.224,1.4872824
17,950,54,6,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,3,99,99,99,2,7,8,2,99,99,99,99,99,99,99,99,99,2,4,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,8,18,6,90,3,1,3,1,.5359,.12491829
4,436,67,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,2,1,2,3,99,99,99,1,6,7,6,99,99,99,99,99,99,99,99,99,2,4,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,7,17,3,100,2,1,3,1,.7779,1.40130906
10,527,74,4,1,1,2,2,1,1,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,3,99,99,99,99,3,8,8,3,4,99,99,99,99,99,99,99,99,3,4,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,2,5,9,6,0,3,2,3,2,.9426,1.2748665
15,880,70,5,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,97,2,1,1,2,1,2,1,2,3,99,99,99,3,9,5,5,99,99,99,99,99,99,99,99,99,5,4,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,6,20,99,999,99,99,3,2,1.0448,.12349536
2,105,998,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,2,1,2,3,99,99,99,1,6,9,97,99,99,99,99,99,99,99,99,99,5,4,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,7,11,2,100,3,1,4,2,.8772,1.3978182
4,427,59,6,1,1,2,2,2,1,2,2,2,1,1,1,1,2,2,1,1,2,97,2,1,1,2,1,2,1,3,99,99,99,99,2,7,9,97,99,99,99,99,99,99,99,99,99,5,4,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,2,5,20,99,999,99,99,3,2,1.0927,1.96838978
19,317,61,6,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,2,3,99,99,99,3,10,8,3,4,5,6,7,8,9,99,99,99,6,4,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,7,12,6,80,4,1,3,1,.6796,.32097508
18,205,42,8,1,1,3,2,1,1,2,2,2,1,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,99,6,99,99,3,8,7,3,99,99,99,99,99,99,99,99,99,7,4,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,6,23,99,999,99,99,3,1,.6344,.25331592
19,318,49,7,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,2,3,99,99,99,3,9,9,8,99,99,99,99,99,99,99,99,99,7,4,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,6,10,3,60,4,2,3,1,.5796,.27374508
10,508,49,7,1,1,2,2,1,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,3,99,99,99,99,2,6,0,97,99,99,99,99,99,99,99,99,99,8,4,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,3,20,99,999,99,99,3,2,.7995,1.08132375
4,406,75,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,1,2,1,2,3,99,99,99,2,7,7,6,99,99,99,99,99,99,99,99,99,1,5,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,8,7,2,70,3,1,3,1,.7964,1.43463496
12,652,60,6,1,1,2,2,1,1,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,1,2,3,99,99,99,3,7,7,97,99,99,99,99,99,99,99,99,99,3,5,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,5,3,4,0,1,2,3,1,1.0739,.78706131
7,260,64,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,2,3,99,99,99,3,5,7,4,3,5,6,7,8,9,99,99,99,4,5,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,6,3,5,80,3,2,3,2,.8881,.43490257
3,320,42,8,1,1,3,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,1,2,1,2,3,99,99,99,3,8,6,3,4,5,9,99,99,99,99,99,99,4,5,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,8,23,99,999,99,99,3,1,.7834,1.13444154
7,264,84,3,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,3,99,99,99,1,5,3,1,9,2,99,99,99,99,99,99,99,4,5,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,7,14,6,100,1,1,3,2,2.0126,.98557022
9,361,72,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,3,99,99,99,2,9,9,2,3,6,99,99,99,99,99,99,99,4,5,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,2,6,9,6,100,1,1,3,2,1.31,.764516
8,303,53,6,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,2,3,99,99,99,1,5,6,9,3,99,99,99,99,99,99,99,99,4,5,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,7,6,3,100,3,1,3,2,.7422,.45021852
8,306,89,3,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,97,2,1,2,2,2,2,1,2,3,99,99,99,3,8,8,2,99,99,99,99,99,99,99,99,99,4,5,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,7,22,99,999,99,99,1,2,1.6918,1.02624588
11,540,49,7,1,1,1,2,1,1,2,2,2,1,1,2,1,2,2,1,2,1,2,2,1,2,2,1,1,1,3,99,99,99,99,3,6,8,3,99,99,99,99,99,99,99,99,99,4,5,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,7,8,5,50,2,1,3,1,.7255,.3843699
7,270,53,6,1,1,2,1,1,1,2,1,2,1,2,2,1,1,2,1,1,2,2,2,1,1,1,2,2,1,2,3,99,99,99,1,6,4,9,99,99,99,99,99,99,99,99,99,4,5,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,5,7,6,10,2,2,3,1,.8553,.41884041
6,820,56,6,1,1,1,2,1,1,2,1,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,1,2,1,2,3,99,99,99,3,6,5,97,99,99,99,99,99,99,99,99,99,4,5,99,99,99,99,99,99,99,99,2,1,2,3,99,99,99,99,4,5,20,99,999,99,99,3,2,1.1222,2.00054594
21,893,998,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,1,2,3,99,99,99,3,6,7,6,99,99,99,99,99,99,99,99,99,6,5,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,2,7,15,3,60,4,1,3,1,.6836,.10807716
12,649,49,7,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,2,1,2,1,2,3,99,99,99,1,8,5,97,99,99,99,99,99,99,99,99,99,7,5,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,1,6,20,99,999,99,99,3,2,.6997,.51281013
3,330,65,5,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,3,99,99,99,3,9,9,9,99,99,99,99,99,99,99,99,99,1,6,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,7,10,3,100,3,1,3,1,1.0747,1.55627307
19,317,52,6,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,3,99,99,99,2,6,8,97,99,99,99,99,99,99,99,99,99,1,6,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,2,7,3,4,80,2,1,3,1,.6796,.32097508
7,260,50,7,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,97,99,99,8,99,99,2,10,6,2,6,99,99,99,99,99,99,99,99,2,6,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,6,11,2,30,2,2,3,2,.7109,.34812773
11,545,68,5,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,3,99,99,99,99,1,8,8,9,99,99,99,99,99,99,99,99,99,2,6,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,7,15,5,100,3,1,3,1,1.5316,.81144168
4,403,38,8,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,2,97,1,1,1,2,1,2,1,2,3,99,99,99,2,8,7,97,99,99,99,99,99,99,99,99,99,2,6,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,7,23,99,999,99,99,4,2,.9236,1.66377304
10,508,57,6,1,1,1,2,1,1,2,2,2,1,2,2,1,1,1,1,2,2,1,1,1,2,2,1,2,1,2,3,99,99,99,2,9,6,1,2,3,4,6,7,8,9,99,99,4,6,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,5,14,6,80,4,1,3,2,.9584,1.296236
3,327,72,4,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,99,99,99,3,8,8,5,6,99,99,99,99,99,99,99,99,4,6,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,8,3,3,100,3,1,3,1,1.0976,1.58943456
19,316,86,3,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,2,1,2,3,99,99,99,2,7,9,97,99,99,99,99,99,99,99,99,99,5,6,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,8,3,3,100,4,1,1,1,2.4234,1.14457182
17,950,69,5,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,2,3,99,99,99,2,8,5,1,6,5,99,99,99,99,99,99,99,4,7,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,7,16,5,80,3,1,3,1,.6454,.15044274
3,330,64,5,1,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,99,99,6,99,99,2,5,6,2,4,99,99,99,99,99,99,99,99,4,7,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,5,7,4,90,2,1,4,2,1.0159,1.47112479
9,351,67,5,1,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,3,99,99,99,2,7,6,3,4,99,99,99,99,99,99,99,99,4,7,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,5,3,3,30,3,2,1,1,.7722,.45065592
9,369,80,4,1,1,1,2,2,1,2,2,2,2,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,3,99,99,99,99,2,5,6,5,9,99,99,99,99,99,99,99,99,4,7,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,6,15,1,50,3,1,1,1,3.7717,2.20116412
2,104,65,5,1,1,1,2,1,1,2,1,2,2,1,1,1,1,2,1,2,2,97,1,1,1,2,2,2,1,2,3,99,99,99,1,8,8,2,99,99,99,99,99,99,99,99,99,4,7,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,7,20,99,999,99,99,3,2,.8772,1.3978182
21,890,60,6,1,1,1,2,1,1,2,2,2,1,1,2,1,1,2,1,1,2,2,1,1,2,2,2,2,1,2,3,99,99,99,2,8,7,9,99,99,99,99,99,99,99,99,99,4,7,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,7,3,5,100,2,2,3,1,.7376,.11661456
9,367,67,5,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,1,2,3,99,99,99,3,98,5,97,99,99,99,99,99,99,99,99,99,8,7,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,7,3,9,80,3,1,1,1,.7722,.45065592
21,893,81,4,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,3,99,99,99,99,3,10,10,9,99,99,99,99,99,99,99,99,99,4,8,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,7,15,5,100,2,2,3,1,.6836,.10807716
2,111,90,3,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,2,1,3,99,99,99,99,2,3,7,2,8,4,99,99,99,99,99,99,99,5,8,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,7,21,99,999,99,99,3,2,.8227,1.31097245
15,880,65,5,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,2,1,2,3,99,99,99,2,8,6,2,5,3,99,99,99,99,99,99,99,7,8,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,8,15,5,80,3,1,3,1,1.2018,.14205276
21,893,99,1,1,1,3,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,97,1,1,1,1,2,1,1,2,99,10,99,99,3,6,6,5,2,99,99,99,99,99,99,99,99,7,8,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,4,21,99,999,99,99,3,1,.3329,.05263149
14,900,47,7,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,1,2,3,99,99,99,3,6,5,8,99,99,99,99,99,99,99,99,99,7,8,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,5,23,99,999,99,99,3,2,.7593,.66962667
17,950,62,5,1,1,3,2,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,3,99,99,99,1,6,6,2,9,99,99,99,99,99,99,99,99,2,9,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,6,20,99,999,99,99,4,2,.8739,.20370609
8,303,40,8,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,3,99,99,99,1,5,6,9,3,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,7,16,5,60,3,1,1,2,.4912,.29796192
9,367,47,7,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,2,1,2,3,99,99,99,3,8,7,9,3,99,99,99,99,99,99,99,99,7,9,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,5,7,8,30,3,2,1,1,.7592,.44306912
17,950,67,5,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,3,99,99,99,3,8,8,9,99,99,99,99,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,2,6,15,3,100,3,1,2,1,7.7961,1.81727091
4,412,74,4,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,1,2,3,99,99,99,3,9,10,97,99,99,99,99,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,7,3,3,100,3,1,1,1,.7964,1.43463496
19,316,65,5,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,2,1,2,3,99,99,99,2,6,5,1,5,99,99,99,99,99,99,99,99,2,99,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,8,3,2,100,1,1,3,1,.8103,.38270469
12,638,61,6,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,3,99,99,99,99,3,6,6,2,99,99,99,99,99,99,99,99,99,2,99,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,5,6,5,60,4,1,3,2,.9908,.72615732
6,804,39,8,1,1,1,2,2,2,2,2,2,1,2,2,1,2,1,1,1,2,2,2,1,1,2,1,2,1,3,99,99,99,99,2,7,7,2,99,99,99,99,99,99,99,99,99,2,99,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,1,7,23,99,999,99,99,3,1,.7169,1.27801763
15,880,998,4,1,1,2,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,3,99,99,99,1,5,5,6,99,99,99,99,99,99,99,99,99,2,99,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,2,7,10,5,80,1,1,3,2,1.1256,.13304592
7,268,84,3,1,1,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,1,97,2,1,1,2,2,1,1,2,3,99,99,99,3,8,9,97,99,99,99,99,99,99,99,99,99,2,99,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,7,22,99,999,99,99,3,1,2.1064,1.03150408
4,427,72,4,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,1,2,3,99,99,99,2,8,8,97,99,99,99,99,99,99,99,99,99,2,99,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,8,16,3,80,2,1,3,2,1.2057,2.17194798
11,545,53,6,1,1,1,2,1,1,2,2,1,1,2,2,1,1,2,1,2,1,2,1,1,1,2,1,2,1,2,3,99,99,99,2,10,7,9,2,3,4,99,99,99,99,99,99,3,99,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,5,20,99,999,99,99,3,2,.8301,.43978698
13,622,63,5,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2,2,1,2,2,1,2,1,2,3,99,99,99,1,7,4,3,99,99,99,99,99,99,99,99,99,3,99,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,5,1,7,0,4,2,3,2,.8903,.48957597
5,744,45,8,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,1,2,3,99,99,99,2,7,6,3,99,99,99,99,99,99,99,99,99,3,99,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,6,23,99,999,99,99,3,1,.6045,.73452795
1,242,998,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,1,3,99,99,99,99,2,6,7,6,99,99,99,99,99,99,99,99,99,3,99,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,7,11,3,100,1,1,3,1,.6582,1.71105672
7,260,79,4,1,1,1,2,1,1,2,2,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,2,99,8,99,99,3,7,9,97,99,99,99,99,99,99,99,99,99,3,99,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,1,7,3,10,0,3,1,4,1,1.1874,.58146978
9,358,50,7,1,1,2,2,1,2,2,1,1,1,2,2,1,1,2,1,1,2,2,2,1,1,2,2,2,1,2,3,99,99,99,2,8,8,97,99,99,99,99,99,99,99,99,99,3,99,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,7,18,6,100,2,1,3,1,.7592,.44306912
2,103,68,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,2,3,99,99,99,3,8,6,1,2,3,9,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,8,16,5,80,3,1,3,2,1.5069,2.40124515
10,520,65,5,1,1,1,2,1,1,2,2,1,1,1,2,1,1,2,1,1,2,2,1,1,1,2,2,2,1,2,3,99,99,99,1,7,8,4,5,3,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,2,5,14,6,0,4,2,3,1,1.1575,1.56551875
10,511,49,7,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,2,1,2,3,99,99,99,1,8,6,3,4,5,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,3,1,2,8,99,99,99,99,4,8,1,7,0,3,2,3,2,.7995,1.08132375
7,263,59,6,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,1,2,1,2,3,99,99,99,3,10,7,4,3,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,5,17,6,10,4,2,3,2,.8171,.40013387
20,600,72,4,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,3,99,99,99,99,2,7,8,5,3,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,7,14,4,100,4,1,3,2,.6877,.1953068
5,745,65,5,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,1,2,1,2,2,1,2,2,1,2,1,3,99,99,99,99,3,7,7,3,4,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,6,3,9,50,2,2,3,1,1.224,1.4872824
10,508,75,4,1,1,1,2,1,1,2,1,2,1,1,2,1,2,2,1,1,1,1,2,1,1,2,1,2,1,2,3,99,99,99,2,9,9,3,5,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,5,3,9,0,3,1,3,1,1.159,1.5675475
2,116,73,4,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,2,1,2,1,2,3,99,99,99,2,8,9,4,5,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,8,3,3,100,4,1,4,1,1.3234,2.1088379
18,203,59,6,1,1,2,2,1,1,2,2,1,1,1,2,1,1,2,2,2,2,1,2,1,1,2,1,2,1,2,3,99,99,99,2,10,5,2,6,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,7,16,3,10,3,1,3,2,.8349,.33337557
12,634,998,5,1,1,2,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,3,99,99,99,2,5,5,9,6,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,5,98,99,999,99,99,3,2,1.0805,.79189845
15,885,81,4,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,2,2,2,1,1,2,1,2,1,3,99,99,99,99,2,5,5,3,9,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,7,15,1,40,3,1,2,2,1.1256,.13304592
3,324,69,5,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,2,2,1,1,2,2,2,1,3,99,99,99,99,1,7,7,5,9,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,7,3,3,40,3,1,3,1,.9841,1.42507521
9,351,60,6,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,3,99,99,99,1,7,8,2,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,7,16,3,60,3,1,1,2,.8999,.52518164
4,432,65,5,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,3,99,99,99,1,5,6,2,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,6,3,5,90,3,1,3,1,1.2348,2.22436872
20,601,53,6,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,1,2,2,1,1,2,2,1,1,3,99,99,99,99,2,7,8,2,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,7,11,5,100,1,2,4,2,.6032,.1713088
1,241,67,5,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,2,1,2,3,99,99,99,2,8,5,3,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,7,3,3,100,4,1,3,1,1.3655,3.5497538
6,821,51,7,1,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,2,2,2,1,2,2,1,2,1,3,99,99,99,99,3,7,5,3,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,2,5,23,99,999,99,99,3,2,.8371,1.49229817
14,907,60,6,1,1,2,2,1,1,2,2,2,1,2,1,1,1,2,1,2,2,2,2,1,1,2,2,2,1,2,3,99,99,99,1,8,4,3,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,5,1,7,0,2,2,3,2,.859,.7575521
8,302,36,8,1,1,3,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,99,99,99,1,7,5,4,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,7,23,99,999,99,99,4,1,1.4459,.87708294
8,306,71,5,1,1,1,2,1,1,2,1,2,1,2,2,1,1,2,1,2,2,97,1,1,1,2,1,2,1,2,3,99,99,99,3,8,7,5,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,6,20,99,999,99,99,1,2,.7899,.47915334
6,820,65,5,1,1,1,2,1,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,1,2,3,99,99,99,2,7,5,5,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,6,20,99,999,99,99,3,2,1.3025,2.32196675
11,542,72,4,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,1,2,2,97,1,1,2,2,1,2,1,2,99,6,99,99,3,8,6,6,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,7,20,99,999,99,99,5,2,1.0974,.58140252
11,542,998,6,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,3,99,99,99,2,7,8,6,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,2,1,2,99,99,99,99,99,4,7,3,2,30,3,1,3,2,.8301,.43978698
21,891,51,7,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,1,2,3,99,99,99,1,6,5,6,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,4,6,7,6,25,2,1,3,1,1.0221,.16159401
